Country,srcYear,srcMonth,srcCalendarDay,srcStateName,Name of the power station,Monitored capacity,Available capacity,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Power generation under (Dated) program,Power generation under till date actual,Coal Stock,Capacity under outage,Maintenance Start Date,Expected date or synchronize date
India,2022,Sep-2022,14-Sep-2022,Telangana,TELANGANA STPP_Unit 2,,,0.27,0,43.78,0,,0,,
India,2025,Apr-2025,03-Apr-2025,Rajasthan,ANTA CCPP,419.33,0,1.1,0,3.3,0,,419.33,,
India,2023,Aug-23,17-Aug-23,Maharashtra,MAUDA TPS_Unit 2,500,500,10.48,11.17,1463.16,1259.47,9,0,,
India,2019,Sep-2019,25-Sep-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,0,8.97,0,1599.25,1016.76,27,490,14/08/2019 00:33,
India,2025,Mar-2025,18-Mar-2025,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,9.35,8.75,2878.3,2435.47,29,0,,
India,2018,Apr-2018,09-Apr-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,9.5,12.03,85.5,103.24,,0,,
India,2020,Sep-2020,26-Sep-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,10.33,12.02,2009.58,1946.35,7,0,,
India,2022,Aug-2022,09-Aug-2022,Madhya Pradesh,KHARGONE STPP_Unit 1,660,660,8.94,9.45,1193.46,1336.43,18,0,,
India,2021,Dec-2021,17-Dec-2021,West Bengal,FARAKKA STPS_Unit 1,200,200,2.87,3.97,748.79,666.96,2,0,,
India,2025,Feb-2025,08-Feb-2025,Bihar,BARAUNI TPS_Unit 8,250,250,4.39,5.76,1375.12,1687.56,23,0,,
India,2018,Aug-2018,24-Aug-2018,Maharashtra,MAUDA TPS_Unit 3,660,660,4.87,13.4,710.88,1394.32,,0,,
India,2021,Dec-2021,11-Dec-2021,West Bengal,FARAKKA STPS_Unit 1,200,200,2.87,3.95,731.57,643.63,2,0,,
India,2019,Sep-2019,29-Sep-2019,Chhattisgarh,SIPAT STPS_Unit 2,660,660,13,8.84,2368,2549.8,0,0,,
India,2025,Mar-2025,07-Mar-2025,Chhattisgarh,SIPAT STPS_Unit 3,660,660,14.03,15.62,4463.21,4562.38,20,0,,
India,2019,Jan-2019,20-Jan-2019,Chhattisgarh,SIPAT STPS_Unit 3,660,660,13.55,15.64,3999,4530.35,,0,,
India,2018,Feb-2018,04-Feb-2018,Rajasthan,ANTA CCPP,419.33,0,1.64,0,507.56,429.28,,419.33,,
India,2025,Jan-2025,05-Jan-2025,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,4.39,3.47,1226.95,963.9,24,0,,
India,2021,Jan-2021,09-Jan-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 6,500,0,8.39,0,2357.51,1851.06,25,500,18/12/2020 20:16,12/01/2021 0:00
India,2024,Jul-2024,23-Jul-2024,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,11.65,11.65,1329.95,1264.02,20,0,,
India,2023,Jun-23,03-Jun-23,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.37,4.68,280.11,268.17,14,0,,
India,2019,Jan-2019,19-Jan-2019,Bihar,BARH II_Unit 5,660,660,12.32,15.18,3626.08,4014.13,,0,,
India,2024,Feb-2024,09-Feb-2024,Gujarat,GANDHAR CCPP,657.39,0,1.5,1.08,465.45,667.73,,657.39,,
India,2020,Dec-2020,26-Dec-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,210,3.68,4.81,1031.68,1231.34,21,0,,
India,2020,Dec-2020,24-Dec-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,9.39,11.52,2628.36,2949.39,21,0,,
India,2019,Oct-2019,26-Oct-2019,Odisha,DARLIPALI STPS_Unit 1,0,0,5.74,0,1200.24,0,,0,,
India,2019,Dec-2019,13-Dec-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,4,4.21,1031,1157.75,9,0,,
India,2022,Dec-2022,21-Dec-2022,Uttar Pradesh,RIHAND STPS_Unit 2,500,500,9.42,11.58,2609.82,2466.01,23,0,,
India,2019,Jul-2019,12-Jul-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,7.29,8.79,846.48,756.86,38,0,,
India,2026,Feb-2026,03-Feb-2026,West Bengal,FARAKKA STPS_Unit 5,500,500,10.61,8.53,3073.83,2475.26,20,0,,
India,2025,Mar-2025,29-Mar-2025,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,11.68,10.87,3826.72,3434.23,20,0,,
India,2021,Jan-2021,21-Jan-2021,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,3.81,4.94,997.01,990.71,17,0,,
India,2024,Apr-2024,26-Apr-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,11.63,11.28,302.38,299.96,12,0,,
India,2019,Jan-2019,29-Jan-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,1.97,3.59,598.13,865.98,,0,,
India,2021,Sep-2021,24-Sep-2021,Madhya Pradesh,GADARWARA TPP_Unit 2,800,800,8.23,13.06,1453.52,1709.49,1,0,,
India,2021,Mar-2021,02-Mar-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,3.06,3.96,961.12,734.1,16,0,,
India,2017,Nov-2017,11-Nov-2017,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,3.93,3.27,787.23,835.41,,0,,
India,2023,Jan-2023,05-Jan-2023,Odisha,TALCHER STPS_Unit 6,500,500,10.81,11.44,2697.05,2700.29,16,0,,
India,2017,Nov-2017,10-Nov-2017,Andhra Pradesh,SIMHADRI_Unit 1,500,500,9.67,6.84,2162.7,1883.12,,0,,
India,2021,Dec-2021,26-Dec-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,4.77,4.81,1121.02,1092.98,15,0,,
India,2018,Dec-2018,18-Dec-2018,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,4.06,4.16,1065.08,1098.57,,0,,
India,2018,Apr-2018,25-Apr-2018,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,10.3,12.18,257.5,295.3,,0,,
India,2022,Sep-2022,12-Sep-2022,Bihar,BARAUNI TPS_Unit 7,105,0,1.13,0,188.56,0,15,105,19/02/2022 19:30,
India,2023,Oct-2023,22-Oct-2023,Bihar,KAHALGAON TPS_Unit 7,500,0,11,0,2256,1992.05,1,500,15/10/2023 00:00,
India,2025,Jun-2025,23-Jun-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,0,0,0,364.04,307.4,15,210,12/06/2025 0:45,25/06/2025 00:00
India,2025,Aug-2025,30-Aug-2025,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,7.58,7.07,1262.4,1052.35,25,0,,
India,2020,Nov-2020,04-Nov-2020,Uttar Pradesh,RIHAND STPS_Unit 2,500,500,9.6,12.21,2320.4,2595.77,12,0,,
India,2018,Nov-2018,06-Nov-2018,Odisha,TALCHER (OLD) TPS_Unit 3,60,60,1.1,1.47,208.6,260.35,,0,,
India,2019,Dec-2019,24-Dec-2019,Odisha,TALCHER STPS_Unit 6,500,0,9.9,6.55,2655.6,2438.14,2,500,22/12/2019 20:36,24/12/2019 09:08
India,2023,Mar-2023,10-Mar-2023,Chhattisgarh,SIPAT STPS_Unit 5,500,500,12.35,11.81,3539.5,3794,17,0,,
India,2019,Jul-2019,30-Jul-2019,Chhattisgarh,KORBA STPS_Unit 5,500,500,10.77,11.9,1305.1,1363.67,5,0,,
India,2022,Jun-2022,21-Jun-2022,Bihar,BARAUNI TPS_Unit 7,105,0,1.13,0,94.73,0,9,105,19/02/2022 19:30,
India,2024,Dec-2024,02-Dec-2024,Telangana,TELANGANA STPP PH-1_Unit 2,800,800,12.16,14.1,3054.32,3516.84,18,0,,
India,2020,Feb-2020,13-Feb-2020,Odisha,TALCHER STPS_Unit 2,500,500,9.9,12.21,3162.7,2757.37,11,0,,
India,2021,Apr-2021,15-Apr-2021,Uttar Pradesh,SINGRAULI STPS_Unit 3,200,0,4.47,0,67.05,0,18,200,16/03/2021 11:43,
India,2022,Dec-2022,27-Dec-2022,Madhya Pradesh,GADARWARA TPP_Unit 1,800,800,10.32,15.03,2931.64,3523.35,12,0,,
India,2020,Sep-2020,15-Sep-2020,Odisha,TALCHER STPS_Unit 1,500,500,8.6,11.5,1576,1799.37,15,0,,
India,2018,May-2018,02-May-2018,Assam,BONGAIGAON TPP_Unit 3,0,0,0,0,0,0,,0,,
India,2020,Dec-2020,13-Dec-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,10.35,11.79,2779.55,2824.99,20,0,,
India,2020,Aug-2020,29-Aug-2020,Chhattisgarh,LARA TPP_Unit 2,800,0,0,0,8,3.24,12,800,12/07/2020 6:16,
India,2021,Dec-2021,01-Dec-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,500,10.29,11.62,2514.29,2697.56,9,0,,
India,2018,Mar-2018,21-Mar-2018,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,10.87,11.92,3541.27,3689.92,,0,,
India,2017,Sep-2017,22-Sep-2017,Uttar Pradesh,TANDA TPS_Unit 4,110,110,2.13,1.78,372.86,432.14,,0,,
India,2025,Nov-2025,13-Nov-2025,Maharashtra,SOLAPUR STPS_Unit 1,660,660,9.7,9.63,2338.1,2049.24,16,0,,
India,2023,Dec-2023,20-Dec-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,11.61,11.35,3065.2,2650.71,16,0,,
India,2024,Dec-2024,11-Dec-2024,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,11.68,11.77,2974.48,2785.9,15,0,,
India,2023,Jun-23,29-Jun-23,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,0,10.53,930.97,1022.66,24,0,,
India,2018,Jan-2018,26-Jan-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 2,210,210,3.61,4.82,1089.86,1432.67,,0,,
India,2025,Jan-2025,08-Jan-2025,Bihar,BARAUNI TPS_Unit 9,250,250,4.45,5.58,1322.6,1424.45,16,0,,
India,2024,Nov-2024,27-Nov-2024,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.67,4.93,1122.09,1094.28,10,0,,
India,2018,Apr-2018,12-Apr-2018,Maharashtra,MAUDA TPS_Unit 4,660,660,6.67,10.9,80.04,146.12,,0,,
India,2022,Jan-2022,21-Jan-2022,Chhattisgarh,LARA TPP_Unit 2,800,800,9.87,17.54,2919.27,4685.86,20,0,,
India,2023,Nov-2023,08-Nov-2023,Bihar,BARH STPS_Unit 1,660,0,0,0,2956,2413.22,7,660,05/11/2023 1:04,
India,2021,Nov-2021,14-Nov-2021,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,9.37,10.39,1778.18,2429.76,6,0,,
India,2020,Aug-2020,08-Aug-2020,Uttar Pradesh,TANDA TPS_Unit 4,110,110,1.32,2.13,189.56,140.62,40,0,,
India,2020,Jan-2020,05-Jan-2020,Maharashtra,MAUDA TPS_Unit 1,500,500,8.19,8.59,2316.95,1912.89,30,0,,
India,2021,Apr-2021,07-Apr-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,2.47,4.67,17.29,24.49,21,0,,
India,2025,Jul-2025,14-Jul-2025,Chhattisgarh,KORBA STPS_Unit 4,500,500,11.35,10.31,1189.9,1112.29,7,0,,
India,2019,Jan-2019,02-Jan-2019,West Bengal,FARAKKA STPS_Unit 1,200,200,3.42,3.81,944.84,1049.87,,0,,
India,2021,Dec-2021,02-Dec-2021,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,0,1.26,0,309.52,368.85,26,210,17/10/2021 17:38,
India,2020,Aug-2020,17-Aug-2020,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,9.58,10.42,1466.86,1533.12,4,0,,
India,2019,Sep-2019,22-Sep-2019,Chhattisgarh,SIPAT STPS_Unit 5,500,500,10.7,7.68,1873.4,1934.9,1,0,,
India,2022,Dec-2022,15-Dec-2022,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.45,4.28,998.75,950.36,17,0,,
India,2019,Jun-2019,06-Jun-2019,Bihar,KAHALGAON TPS_Unit 1,210,210,4.13,4.92,278.78,299.54,13,0,,
India,2018,May-2018,26-May-2018,Bihar,KAHALGAON TPS_Unit 3,210,210,0,4.51,163.94,244.25,,0,,
India,2021,Mar-2021,19-Mar-2021,Chhattisgarh,KORBA STPS_Unit 4,500,500,10.48,11.97,3474.12,4044.15,13,0,,
India,2018,Aug-2018,26-Aug-2018,Odisha,TALCHER STPS_Unit 5,500,500,9.97,6.61,1027.22,1120.15,,0,,
India,2022,Nov-2022,26-Nov-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,3.47,7.4,933.22,2020.59,17,0,,
India,2023,Sep-2023,11-Sep-2023,Telangana,TELANGANA STPP_Unit 1,0,0,10.87,0,1976.57,0,,0,,
India,2018,Sep-2018,26-Sep-2018,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,10.37,10.39,1854.62,1880.52,,0,,
India,2019,Aug-2019,03-Aug-2019,Madhya Pradesh,GADARWARA TPP_Unit 1,800,800,5.74,12.02,718.22,552.19,42,0,,
India,2023,Dec-2023,29-Dec-2023,Andhra Pradesh,SIMHADRI_Unit 3,500,500,9.26,10.38,2360.54,1918.35,11,0,,
India,2019,Oct-2019,09-Oct-2019,Gujarat,KAWAS CCPP,656.2,328.1,3.98,5.22,707.82,936.51,,328.1,,
India,2018,Aug-2018,09-Aug-2018,Chhattisgarh,KORBA STPS_Unit 6,500,500,10.32,10.93,1363.2,1446.96,,0,,
India,2021,Feb-2021,13-Feb-2021,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,0,2.32,0,660.16,91.1,19,210,27/09/2020 00:08,15/02/2021 00:00
India,2018,Dec-2018,03-Dec-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 1,210,210,3.58,4.89,760.74,1020.55,,0,,
India,2022,Aug-2022,05-Aug-2022,Gujarat,KAWAS CCPP,656.2,0,1.28,0.7,164.4,145.85,,656.2,,
India,2022,Nov-2022,06-Nov-2022,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,8.9,11.75,2194.4,2481.62,21,0,,
India,2018,Aug-2018,11-Aug-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,9.65,11.84,1291.8,1488.46,,0,,
India,2022,Sep-2022,12-Sep-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,4.07,7.74,615.84,1384.73,4,0,,
India,2022,Mar-2022,22-Mar-2022,Telangana,TELANGANA STPP_Unit 1,0,0,1.52,0,211.44,0,,0,,
India,2020,Aug-2020,02-Aug-2020,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.21,4.85,574.42,595.76,13,0,,
India,2024,Aug-2024,16-Aug-2024,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,11.58,8.72,1597.28,1548.61,9,0,,
India,2022,May-2022,07-May-2022,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,0,3.06,0,119.42,115.18,6,210,28/04/2022 02:57,08/05/2022 0:00
India,2022,Jun-2022,13-Jun-2022,Maharashtra,SOLAPUR STPS_Unit 1,660,0,5.73,10.42,433.49,770.9,8,660,13/06/2022 16:27,
India,2021,Jan-2021,25-Jan-2021,West Bengal,FARAKKA STPS_Unit 6,500,500,7.26,10.22,2199.5,2602.15,14,0,,
India,2019,May-2019,20-May-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 6,500,500,8.97,11.91,451.4,410.31,39,0,,
India,2025,Mar-2025,21-Mar-2025,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,4.68,4.92,1653.28,1605.15,18,0,,
India,2018,Apr-2018,20-Apr-2018,Chhattisgarh,LARA TPP_Unit 2,0,0,0,0,0,0,,0,,
India,2024,Mar-2024,22-Mar-2024,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,11.03,9.19,3500.66,2944.19,17,0,,
India,2021,Dec-2021,26-Dec-2021,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,10.23,11.6,2758.98,2063.62,12,0,,
India,2025,Dec-2025,08-Dec-2025,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2020,Dec-2020,25-Dec-2020,Maharashtra,MAUDA TPS_Unit 1,500,500,7.32,9.48,1795,1034.76,22,0,,
India,2024,Mar-2024,06-Mar-2024,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.65,4.8,1583.9,1616.76,19,0,,
India,2020,Mar-2020,09-Mar-2020,West Bengal,FARAKKA STPS_Unit 4,500,500,10,8.57,3440,3194.8,20,0,,
India,2024,Apr-2024,23-Apr-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 5,490,490,10.37,7.16,238.51,174.28,42,0,,
India,2024,Mar-2024,29-Mar-2024,Telangana,RAMAGUNDEM STPS_Unit 7,500,500,10.9,11.59,3778.1,3639.65,18,0,,
India,2025,Aug-2025,03-Aug-2025,Bihar,KAHALGAON TPS_Unit 7,500,0,10.94,0,1366.82,1025.36,20,500,14/07/2025 23:59,
India,2021,Nov-2021,07-Nov-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 1,210,210,4.3,4.65,953.1,1026.38,8,0,,
India,2025,Feb-2025,26-Feb-2025,Odisha,TALCHER STPS_Unit 3,500,500,11.64,11.71,3865.64,3326.44,11,0,,
India,2025,Nov-2025,08-Nov-2025,Odisha,DARLIPALI STPS_Unit 2,800,800,18.33,17.14,4075.64,2725.42,19,0,,
India,2023,Jun-23,05-Jun-23,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,11.93,11.6,787.65,749.27,20,0,,
India,2022,Dec-2022,26-Dec-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,1.71,4.1,473.46,931.21,8,0,,
India,2019,May-2019,20-May-2019,Assam,BONGAIGAON TPP_Unit 2,250,250,4.45,5.81,223,206.39,27,0,,
India,2021,Jun-2021,18-Jun-2021,Maharashtra,MAUDA TPS_Unit 2,500,500,0,8.33,183,734.64,23,0,,
India,2023,Mar-2023,26-Mar-2023,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,0,3.26,0,1095.76,897.39,10,210,20/03/2023 20:09,
India,2022,Nov-2022,21-Nov-2022,West Bengal,FARAKKA STPS_Unit 6,500,500,0,9.67,2060,1569.33,16,0,,
India,2019,Jul-2019,06-Jul-2019,Chhattisgarh,KORBA STPS_Unit 7,500,500,0,11.81,946,1077.04,2,0,,
India,2018,Nov-2018,02-Nov-2018,West Bengal,FARAKKA STPS_Unit 5,500,500,8.17,12,1763.34,2143.31,,0,,
India,2021,Feb-2021,27-Feb-2021,Odisha,TALCHER (OLD) TPS_Unit 4,60,60,1.36,1.35,368.72,427.59,12,0,,
India,2020,Jul-2020,07-Jul-2020,Chhattisgarh,SIPAT STPS_Unit 1,660,660,12.87,15.8,1370.09,1481.42,14,0,,
India,2019,Feb-2019,12-Feb-2019,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.21,8.4,2937.52,2930.62,,0,,
India,2019,Aug-2019,16-Aug-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,210,2.87,2.77,425.92,399.58,38,0,,
India,2023,May-2023,18-May-2023,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.77,4.21,228.86,221.34,8,0,,
India,2020,Jul-2020,17-Jul-2020,Bihar,BARAUNI TPS_Unit 6,105,0,0,0,83,0,9,105,25/02/2020 06:56,
India,2019,Jan-2019,28-Jan-2019,Maharashtra,MAUDA TPS_Unit 3,660,660,4.88,11.09,1402.44,2864.09,,0,,
India,2022,Nov-2022,18-Nov-2022,Gujarat,KAWAS CCPP,656.2,0,1.13,1.43,286.48,200.64,,656.2,,
India,2021,Aug-2021,24-Aug-2021,Uttar Pradesh,TANDA TPS_Unit 1,110,110,2.23,1.79,322.52,166.14,1,0,,
India,2024,Jul-2024,26-Jul-2024,Rajasthan,ANTA CCPP,419.33,0,1.26,1.04,154.76,301.81,,419.33,,
India,2021,Sep-2021,06-Sep-2021,Telangana,TELANGANA STPP_Unit 1,0,0,0,0,0,0,,0,,
India,2020,Dec-2020,19-Dec-2020,Chhattisgarh,KORBA STPS_Unit 6,500,0,10.16,0,2506.04,2710.48,13,500,25/11/2020 00:14,21/12/2020 00:00
India,2019,Sep-2019,16-Sep-2019,Uttar Pradesh,AURAIYA CCPP,663.36,0,0.57,0,92.12,194.48,,663.36,,
India,2020,Nov-2020,22-Nov-2020,West Bengal,FARAKKA STPS_Unit 1,200,0,3.13,0,810.86,490.11,29,200,23/10/2020 01:06,
India,2019,May-2019,04-May-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.1,11.62,377.4,362.97,15,0,,
India,2018,Mar-2018,08-Mar-2018,Andhra Pradesh,SIMHADRI_Unit 2,500,500,11.16,10.22,3268.28,2332,,0,,
India,2024,Dec-2024,03-Dec-2024,Madhya Pradesh,GADARWARA TPP_Unit 1,800,800,17.71,13.01,3311.13,3481.91,16,0,,
India,2021,Jul-2021,04-Jul-2021,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,10.06,12,956.24,1025.57,12,0,,
India,2021,Aug-2021,08-Aug-2021,Odisha,TALCHER STPS_Unit 5,500,0,9.48,0,1233.84,1365.28,15,500,06/08/2021 21:45,09/08/2021 0:00
India,2018,Dec-2018,07-Dec-2018,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,3.94,4.73,849.58,866.69,,0,,
India,2023,Mar-2023,17-Mar-2023,Bihar,KAHALGAON TPS_Unit 5,500,500,11.35,10.82,3471.95,2778.99,10,0,,
India,2022,Mar-2022,22-Mar-2022,Bihar,BARH II_Unit 4,660,660,12.22,15.49,3989.98,3977.37,16,0,,
India,2025,Feb-2025,27-Feb-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 13,500,500,11.64,11.47,3877.28,3659.94,19,0,,
India,2023,Oct-2023,16-Oct-2023,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.65,4.86,924.4,937.84,11,0,,
India,2023,Jul-23,28-Jul-23,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.77,4.53,567.56,544.32,14,0,,
India,2023,Nov-2023,05-Nov-2023,Odisha,TALCHER STPS_Unit 5,500,500,11.6,11.82,2543,2380.93,7,0,,
India,2022,Jun-2022,16-Jun-2022,Uttar Pradesh,TANDA TPS_Unit 5,660,660,10.1,15.31,796.6,1140.83,3,0,,
India,2019,Aug-2019,17-Aug-2019,Bihar,KAHALGAON TPS_Unit 5,500,500,8.65,9.15,1293.05,1340.56,7,0,,
India,2020,Nov-2020,27-Nov-2020,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,3.97,2.65,862.19,1157.35,14,0,,
India,2022,Nov-2022,15-Nov-2022,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,10.37,11.87,2423.55,2621.05,14,0,,
India,2025,Jun-2025,26-Jun-2025,Chhattisgarh,KORBA STPS_Unit 5,500,500,11.37,11.26,989.62,925.32,11,0,,
India,2021,May-2021,24-May-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,500,11.71,11.52,633.04,613.82,9,0,,
India,2022,Oct-2022,26-Oct-2022,Chhattisgarh,LARA TPP_Unit 1,800,800,15.68,12.96,3313.68,3406.53,9,0,,
India,2022,Jan-2022,17-Jan-2022,Andhra Pradesh,SIMHADRI_Unit 3,500,500,4.81,9.42,1399.77,1816.57,12,0,27/09/2019 23:00,
India,2025,Jun-2025,05-Jun-2025,West Bengal,FARAKKA STPS_Unit 6,500,500,10.87,10.58,712.35,644.56,31,0,,
India,2023,Jul-23,03-Jul-23,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.94,8.96,1027.82,469.55,17,0,,
India,2019,Aug-2019,08-Aug-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,3.42,3.4,381.36,340.34,19,0,,
India,2022,Nov-2022,02-Nov-2022,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.3,4.73,797.6,1004.72,14,0,14/01/2022 08:55,
India,2022,Feb-2022,06-Feb-2022,Gujarat,KAWAS CCPP,656.2,0,3,0,939,255.31,,656.2,,
India,2019,Oct-2019,26-Oct-2019,Odisha,TALCHER STPS_Unit 6,500,500,9.9,7.39,2071.4,1916.17,0,0,,
India,2019,Apr-2019,08-Apr-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,9.83,11.62,78.64,91.98,,0,,
India,2019,Oct-2019,27-Oct-2019,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.68,3.81,771.36,582.41,12,0,,
India,2018,Sep-2018,23-Sep-2018,Maharashtra,MAUDA TPS_Unit 1,500,500,4.7,7.68,709.1,1141.78,,0,,
India,2019,Sep-2019,13-Sep-2019,Assam,BONGAIGAON TPP_Unit 3,250,0,1.8,0,298.4,546.13,32,250,11/09/2019 21:16,
India,2025,Sep-2025,14-Sep-2025,Telangana,TELANGANA STPP PH-1_Unit 1,800,800,14.03,15.3,2503.42,2205.59,36,0,,
India,2024,Nov-2024,13-Nov-2024,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,0,4.85,0,928.65,860.44,10,210,10/11/2024 1:20,
India,2024,May-2024,26-May-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,3.94,4.12,235.44,166.13,41,0,,
India,2022,Sep-2022,03-Sep-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 9,500,500,10.23,11.79,1595.69,1788.9,14,0,,
India,2022,Sep-2022,28-Sep-2022,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,11,11.81,1986,2019.88,28,0,,
India,2024,Dec-2024,23-Dec-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,11.65,11.3,3108.95,3015.67,19,0,,
India,2019,Dec-2019,18-Dec-2019,Uttar Pradesh,DADRI CCPP,829.78,414.89,2.27,2.72,570.11,1362.96,,414.89,,
India,2023,Jun-23,23-Jun-23,Uttar Pradesh,SINGRAULI STPS_Unit 4,200,200,4.63,4.92,390.49,403.43,14,0,14-01-2022 08:55,
India,2025,May-2025,23-May-2025,Jharkhand,NORTH KARANPURA TPP_Unit 1,660,660,13.94,13.19,726.62,681.03,27,0,,
India,2018,Jun-2018,16-Jun-2018,Himachal Pradesh,KOLDAM,800,800,16.67,15.09,806.72,510.76,,0,,
India,2017,Dec-2017,07-Dec-2017,Delhi,BADARPUR TPS_Unit 5,210,0,2.89,0,670.56,839.13,,210,16/10/2017 23:59,
India,2023,Apr-2023,03-Apr-2023,Madhya Pradesh,GADARWARA TPP_Unit 2,800,800,19.93,11.05,59.79,32.72,21,0,,
India,2023,Jun-23,23-Jun-23,Odisha,TALCHER STPS_Unit 1,500,500,11.5,11.31,966.5,905.19,7,0,,
India,2024,Nov-2024,25-Nov-2024,Maharashtra,MAUDA TPS_Unit 2,500,500,10.97,8.99,2226.25,1732.98,14,0,,
India,2020,Jan-2020,19-Jan-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,210,4.29,4.43,1151.51,1276.7,14,0,,
India,2018,Oct-2018,16-Oct-2018,Chhattisgarh,SIPAT STPS_Unit 2,660,660,13.26,15.8,2109.16,2307.85,,0,,
India,2019,Mar-2019,15-Mar-2019,Odisha,TALCHER (OLD) TPS_Unit 4,60,60,1.06,1.49,366.9,426.17,,0,,
India,2018,May-2018,23-May-2018,Odisha,TALCHER (OLD) TPS_Unit 5,110,110,2.1,2.67,111.3,134.68,,0,,
