Country,srcYear,srcMonth,srcCalendarDay,srcStateName,Name of the power station,Monitored capacity,Available capacity,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Power generation under (Dated) program,Power generation under till date actual,Coal Stock,Capacity under outage,Maintenance Start Date,Expected date or synchronize date
India,2024,Nov-2024,28-Nov-2024,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.67,4.68,1126.76,1098.96,10,0,,
India,2017,Nov-2017,08-Nov-2017,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,11.13,12.18,2059.04,2536.28,,0,,
India,2024,Apr-2024,17-Apr-2024,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,4.67,4.87,79.39,82.6,13,0,,
India,2021,Jan-2021,25-Jan-2021,Madhya Pradesh,VINDHYACHAL STPS_Unit 3,210,210,3.78,4.6,1128.36,1230.59,17,0,,
India,2020,Jan-2020,06-Jan-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.55,4.15,1073.3,1094.73,12,0,,
India,2021,Feb-2021,13-Feb-2021,Bihar,BARAUNI TPS_Unit 6,105,0,1.39,0,242.07,1.89,18,105,06/11/2020 2:04,
India,2024,Sep-2024,26-Sep-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,9.33,7.93,1711.58,1410.04,21,0,,
India,2020,Dec-2020,16-Dec-2020,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,4.03,4.68,1095.48,1221.54,21,0,,
India,2020,Oct-2020,25-Oct-2020,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,8.35,11.97,1993.75,2469.92,7,0,,
India,2019,Jan-2019,02-Jan-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 2,210,210,3.65,4.24,917.3,975.85,,0,,
India,2017,Sep-2017,27-Sep-2017,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,3.23,3.01,581.21,387.28,,0,,
India,2025,Dec-2025,14-Dec-2025,Uttar Pradesh,RIHAND STPS_Unit 3,500,500,11.29,11.06,2517.06,2676.95,27,0,,
India,2023,Jul-23,25-Jul-23,West Bengal,FARAKKA STPS_Unit 4,500,0,8.45,0,1121.25,1036.24,14,500,16-07-2023 07:15,
India,2020,Jul-2020,27-Jul-2020,Bihar,KAHALGAON TPS_Unit 5,500,500,8.74,9.54,724.98,981.72,22,0,,
India,2020,Sep-2020,13-Sep-2020,Uttar Pradesh,RIHAND STPS_Unit 5,500,500,10.27,12.04,1863.51,1963.08,3,0,,
India,2020,Feb-2020,04-Feb-2020,Chhattisgarh,KORBA STPS_Unit 7,500,500,10.38,11.99,2858.52,3118.79,12,0,,
India,2018,Mar-2018,03-Mar-2018,Maharashtra,SOLAPUR_Unit 2,0,0,0,0,0,0,,0,,
India,2020,Oct-2020,17-Oct-2020,Chhattisgarh,LARA TPP_Unit 2,800,0,7.65,0,138.05,223.87,14,800,15/10/2020 15:28,
India,2026,Jan-2026,28-Jan-2026,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,4.87,4.13,1473.36,1289.05,18,0,,
India,2020,Oct-2020,21-Oct-2020,Uttar Pradesh,RIHAND STPS_Unit 6,500,500,8.74,12.01,1514.54,2379.83,6,0,,
India,2020,Oct-2020,14-Oct-2020,Telangana,RAMAGUNDEM STPS_Unit 2,200,0,0,0,501,597.08,14,200,09/09/2020 0:28,15/10/2020 00:00
India,2020,Nov-2020,30-Nov-2020,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,9.23,10.79,2237,2557.53,14,0,,
India,2020,Dec-2020,30-Dec-2020,Odisha,TALCHER STPS_Unit 4,500,500,9.45,10.74,2702.5,2929.95,16,0,,
India,2023,Jan-2023,15-Jan-2023,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,10.23,11.89,2942.45,3378.72,18,0,,
India,2019,Feb-2019,22-Feb-2019,Bihar,KAHALGAON TPS_Unit 4,210,210,3.82,4.65,1222.04,1418.81,,0,,
India,2020,Oct-2020,31-Oct-2020,Bihar,BARH II_Unit 5,660,660,12.19,11.46,2937,2214.05,17,0,,
India,2022,Dec-2022,08-Dec-2022,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,0,9.63,2604,2204.74,22,0,,
India,2018,Oct-2018,23-Oct-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,0,9.48,9.3,1955.04,2110.39,,500,23/10/2018 15:58,23/10/2018
India,2024,Jun-2024,10-Jun-2024,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,11.8,11.73,838,752.73,10,0,,
India,2019,Feb-2019,22-Feb-2019,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,10,0.32,,359.58,,
India,2018,Oct-2018,15-Oct-2018,Chhattisgarh,SIPAT STPS_Unit 1,660,660,13.55,15.89,2684.25,2956.04,,0,,
India,2021,Aug-2021,31-Aug-2021,Chhattisgarh,SIPAT STPS_Unit 5,500,500,10.26,11.58,1568,1682.51,3,0,,
India,2017,Nov-2017,27-Nov-2017,Madhya Pradesh,VINDHYACHAL STPS_Unit 12,500,500,0,12.13,2150.94,2454.64,,0,,
India,2019,Aug-2019,23-Aug-2019,Maharashtra,MAUDA TPS_Unit 4,660,0,0,0,1476,1083.1,22,660,27/07/2019 01:23,
India,2025,Jul-2025,16-Jul-2025,West Bengal,FARAKKA STPS_Unit 5,500,500,10.1,9.29,1143.6,920.21,20,0,,
India,2024,Nov-2024,24-Nov-2024,Telangana,RAMAGUNDEM STPS_Unit 4,500,500,10.97,8.27,2607.28,1953.82,23,0,,
India,2021,Nov-2021,30-Nov-2021,Chhattisgarh,KORBA STPS_Unit 1,200,0,4.17,0,1012,1141.17,6,200,29/11/2021 03:08,
India,2023,Jan-2023,06-Jan-2023,Telangana,RAMAGUNDEM STPS_Unit 3,200,200,3.97,4.28,1107.82,1055.25,29,0,,
India,2024,Oct-2024,11-Oct-2024,Gujarat,KAWAS CCPP,656.2,0,2.12,0,406.32,497.22,,656.2,,
India,2022,Jun-2022,18-Jun-2022,Uttar Pradesh,SINGRAULI STPS_Unit 7,500,500,10.7,11.89,839.6,895.38,20,0,,
India,2019,Aug-2019,16-Aug-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,210,3.06,2.8,449.96,372.63,38,0,,
India,2022,Dec-2022,05-Dec-2022,Chhattisgarh,SIPAT STPS_Unit 4,500,500,11.45,10.78,2853.25,2734.88,15,0,,
India,2021,Feb-2021,12-Feb-2021,Andhra Pradesh,SIMHADRI_Unit 4,500,500,9.29,10.01,2307.48,2121.44,14,0,,
India,2020,Nov-2020,11-Nov-2020,Madhya Pradesh,KHARGONE STPP_Unit 1,660,660,0,11.24,799,1124.54,,0,,
India,2017,Oct-2017,04-Oct-2017,Bihar,KAHALGAON TPS_Unit 2,210,210,4.06,4.59,760.24,788.68,,0,,
India,2018,Jun-2018,04-Jun-2018,Bihar,KAHALGAON TPS_Unit 2,210,210,3.73,4.71,153.65,277.69,,0,,
India,2026,Jan-2026,22-Jan-2026,Chhatisgarh,KORBA STPS_Unit 5,500,500,11.38,11.64,3375.36,3210.05,9,0,,
India,2022,Aug-2022,16-Aug-2022,Bihar,BARH STPS_Unit 1,660,0,7.81,0,1095.96,1609.52,20,660,07/08/2022 1:00,
India,2024,Oct-2024,26-Oct-2024,Chhattisgarh,KORBA STPS_Unit 7,500,500,11.81,11.18,2110.06,1954.25,8,0,,
India,2024,Jan-2024,12-Jan-2024,Andhra Pradesh,SIMHADRI_Unit 4,500,500,9.84,10.17,2793.08,2423.74,8,0,,
India,2020,Jan-2020,03-Jan-2020,Maharashtra,SOLAPUR_Unit 2,660,0,4.74,0,1318.22,172.61,45,660,09/10/2019 3:15,
India,2018,Sep-2018,27-Sep-2018,Telangana,RAMAGUNDEM STPS_Unit 6,500,500,10.24,11.79,1530.36,1442.51,,0,,
India,2025,Mar-2025,27-Mar-2025,Madhya Pradesh,KHARGONE STPP_Unit 1,660,660,12.35,8.73,4450.45,3914.24,15,0,,
India,2021,Aug-2021,03-Aug-2021,Jharkhand,NORTH KARANPURA TPP_Unit 1,0,0,0,0,0,0,,0,,
India,2018,May-2018,29-May-2018,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,10.16,11.68,609.8,695.44,,0,,
India,2024,Jan-2024,19-Jan-2024,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,210,4.1,4.13,1194.9,967.31,9,0,,
India,2021,Jul-2021,11-Jul-2021,Uttar Pradesh,TANDA TPS_Unit 2,110,110,2.52,2.13,254.72,121.6,10,0,,
India,2021,Aug-2021,08-Aug-2021,Gujarat,KAWAS CCPP,656.2,318,3.13,0.24,378,67.57,,338.2,,
India,2018,Apr-2018,13-Apr-2018,Uttar Pradesh,DADRI CCPP,829.78,390.57,5.47,4.2,71.11,46.53,,439.21,,
India,2023,Mar-2023,31-Mar-2023,Madhya Pradesh,GADARWARA TPP_Unit 2,800,800,12.97,10.8,3989,4647.9,21,0,,
India,2022,Feb-2022,11-Feb-2022,Odisha,TALCHER STPS_Unit 5,500,500,9.5,11.71,3008.5,3320.58,18,0,,
India,2021,Feb-2021,19-Feb-2021,Chhattisgarh,LARA TPP_Unit 2,800,800,7.64,17.99,1094.16,1571.72,17,0,,
India,2018,Jan-2018,25-Jan-2018,West Bengal,FARAKKA STPS_Unit 3,200,200,3.94,4.29,1036.5,1022.69,,0,,
India,2019,Aug-2019,20-Aug-2019,Madhya Pradesh,KHARGONE TPP_Unit 2,0,0,0,0,0,0,,0,,
India,2023,Aug-2023,28-Aug-2023,Uttar Pradesh,DADRI (NCTPP)_Unit 6,490,490,9.42,8.45,1499.76,1114.62,17,0,,
India,2021,May-2021,24-May-2021,Bihar,KAHALGAON TPS_Unit 4,210,210,2.97,4.57,160.28,249.32,10,0,,
India,2022,Apr-2022,12-Apr-2022,Bihar,BARH I_Unit 1,660,660,8.3,13.8,99.6,147.65,,0,,
India,2025,May-2025,17-May-2025,West Bengal,FARAKKA STPS_Unit 3,200,200,4.39,3.57,205.63,147.83,30,0,,
India,2022,Nov-2022,10-Nov-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,1.6,3.32,361,790.42,13,0,,
India,2023,Sep-2023,16-Sep-2023,Bihar,BARH STPS_Unit 3,0,0,0,0,0,0,6,0,,
India,2023,May-23,28-May-23,Telangana,TELANGANA STPP_Unit 1,0,0,12.1,0,777.8,0,,0,,
India,2019,Oct-2019,24-Oct-2019,Assam,BONGAIGAON TPP_Unit 1,250,250,4.65,3.32,775.6,674.79,41,0,,
India,2023,Sep-2023,18-Sep-2023,Karnataka,KUDGI STPP_Unit 2,800,0,12.07,7.36,2279.26,1667.98,7,800,18/09/2023 16:30,
India,2024,Apr-2024,07-Apr-2024,Rajasthan,ANTA CCPP,419.33,177.42,1.28,0.8,8.96,5.99,,241.91,,
India,2021,Dec-2021,20-Dec-2021,Telangana,TELANGANA STPP_Unit 1,0,0,1.48,0,74.6,0,,0,,
India,2022,Mar-2022,14-Mar-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,0,1.13,0,395.82,403.54,18,210,19/02/2022 22:12,15/03/2022 00:00
India,2021,Oct-2021,19-Oct-2021,Andhra Pradesh,SIMHADRI_Unit 4,500,500,8.68,8.33,337.92,1634.2,1,0,,
India,2023,Jan-2023,05-Jan-2023,Uttar Pradesh,RIHAND STPS_Unit 4,500,500,9.84,11.66,2753.2,3179.38,19,0,,
India,2018,Jun-2018,22-Jun-2018,Odisha,TALCHER (OLD) TPS_Unit 5,110,110,2.1,2.66,176.3,214.51,,0,,
India,2019,Oct-2019,02-Oct-2019,Odisha,TALCHER (OLD) TPS_Unit 6,110,110,2.27,1.71,427.54,386.33,1,0,,
India,2024,May-2024,04-May-2024,Uttar Pradesh,AURAIYA CCPP,663.36,220.49,2.5,2.98,85,119.06,,442.87,,
India,2020,Aug-2020,10-Aug-2020,Chhattisgarh,LARA TPP_Unit 2,800,0,0,0,8,3.24,15,800,12/07/2020 6:16,
India,2024,Nov-2024,22-Nov-2024,Maharashtra,MAUDA TPS_Unit 3,660,660,12.73,12.13,3128.06,2663.13,15,0,,
India,2025,Oct-2025,18-Oct-2025,Telangana,RAMAGUNDEM STPS_Unit 1,200,200,3.9,3.45,813.2,696.13,23,0,,
India,2023,Oct-2023,28-Oct-2023,Bihar,KAHALGAON TPS_Unit 1,210,210,4.77,4.95,1009.56,681.08,2,0,,
India,2025,Mar-2025,25-Mar-2025,Chhattisgarh,SIPAT STPS_Unit 4,500,0,11.23,0,3532.52,3890.44,23,500,16/03/2025 00:22,
India,2017,Dec-2017,05-Dec-2017,Odisha,TALCHER (OLD) TPS_Unit 4,60,0,1.32,0.6,310.6,344.16,,60,05/12/2017 5:44,05/12/2017
India,2020,Feb-2020,08-Feb-2020,Maharashtra,SOLAPUR_Unit 2,660,0,4.72,0,1488.76,172.61,44,660,09/10/2019 3:15,
India,2018,Jan-2018,23-Jan-2018,Maharashtra,MAUDA TPS_Unit 2,500,500,4.42,6.98,1203.66,1834,,0,,
India,2025,Mar-2025,15-Mar-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,500,11.65,11.27,4063.75,3834.07,20,0,,
India,2021,Sep-2021,25-Sep-2021,Uttar Pradesh,RIHAND STPS_Unit 1,500,500,10.23,11.08,1817.75,1987.54,8,0,,
India,2018,May-2018,31-May-2018,Uttar Pradesh,SINGRAULI STPS_Unit 1,200,200,4.03,4.02,246,241.7,,0,,
India,2024,Aug-2024,14-Aug-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 10,500,0,11.72,0,1185.72,1470.21,17,500,12/08/2024 0:07,
India,2017,Sep-2017,26-Sep-2017,Odisha,TALCHER STPS_Unit 4,500,500,11.73,11.82,1570.98,1435.83,,0,,
India,2018,Jan-2018,24-Jan-2018,Delhi,BADARPUR TPS_Unit 3,95,0,0,0,0,0,,95,09/10/2015 19:52,
India,2022,Sep-2022,17-Sep-2022,Uttar Pradesh,SINGRAULI STPS_Unit 6,500,500,10.13,11.1,1747.21,1887.84,16,0,,
India,2022,Aug-2022,02-Aug-2022,Odisha,TALCHER STPS_Unit 1,500,500,10.03,11.91,1269.06,1397,13,0,,
India,2020,Jul-2020,21-Jul-2020,Chhattisgarh,KORBA STPS_Unit 1,200,200,4.1,4.91,495.1,523.29,14,0,,
India,2022,Mar-2022,05-Mar-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 7,500,500,11.71,11.92,3445.55,2764.73,24,0,,
India,2023,Jan-2023,25-Jan-2023,Odisha,DARLIPALI STPS_Unit 1,800,800,18.77,19.45,5684.25,3966.39,8,0,,
India,2023,Dec-2023,03-Dec-2023,Bihar,BARH STPS_Unit 5,660,0,13.71,0,3357.13,3120.9,10,660,01/12/2023 1:27,
India,2019,Jan-2019,03-Jan-2019,Chhattisgarh,KORBA STPS_Unit 2,200,200,4.16,4.96,1157.48,1224.27,,0,,
India,2018,Jul-2018,11-Jul-2018,Telangana,RAMAGUNDEM STPS_Unit 6,500,0,10.19,0,1050.28,803.58,,500,23/06/2018 04:11,
India,2017,Oct-2017,11-Oct-2017,Odisha,TALCHER STPS_Unit 2,500,500,10.26,11.69,1990.86,2133.08,,0,,
India,2022,Feb-2022,26-Feb-2022,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.61,4.49,1318.86,1516.2,18,0,,
India,2017,Oct-2017,16-Oct-2017,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,3.94,3.94,685.04,740.5,,0,,
India,2025,Jan-2025,09-Jan-2025,Maharashtra,MAUDA TPS_Unit 4,660,660,13.39,11.87,2851.51,2770.35,15,0,,
India,2018,Jul-2018,30-Jul-2018,Bihar,KAHALGAON TPS_Unit 6,500,500,9.52,11.03,1162.12,661.74,,0,,
India,2024,Jun-2024,11-Jun-2024,Odisha,TALCHER STPS_Unit 3,500,500,11.63,7.73,837.93,697.78,10,0,,
India,2017,Sep-2017,08-Sep-2017,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,3.23,4.62,519.84,320.11,,0,,
India,2019,Jun-2019,15-Jun-2019,Chhattisgarh,LARA TPP_Unit 1,800,0,5.77,0,436.55,71.15,,800,07/04/2019 16:28,
India,2021,Jun-2021,24-Jun-2021,Odisha,TALCHER STPS_Unit 5,500,500,9.5,11.29,807,928.74,9,0,,
India,2018,Nov-2018,22-Nov-2018,Assam,BONGAIGAON TPP_Unit 2,250,250,2.7,4.67,638.4,857.9,,0,,
India,2023,Jun-23,07-Jun-23,Bihar,BARH STPS_Unit 4,660,660,13.73,13.3,951.11,847.91,20,0,,
India,2022,Jun-2022,16-Jun-2022,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.1,4.88,323.6,104.76,20,0,,
India,2023,Mar-2023,17-Mar-2023,Chhattisgarh,SIPAT STPS_Unit 5,500,500,12.35,11.72,3625.95,3875.97,17,0,,
India,2024,Oct-2024,05-Oct-2024,Maharashtra,MAUDA TPS_Unit 1,500,500,10,10.53,2007,1729.77,24,0,,
India,2020,Oct-2020,28-Oct-2020,Uttar Pradesh,TANDA TPS_Unit 5,660,660,6.42,12.28,1551.76,2140.6,40,0,,
India,2018,Mar-2018,18-Mar-2018,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.48,2.77,1433.64,1322.83,,0,16/03/2018 16:28,18/03/2018
India,2018,Feb-2018,08-Feb-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 1,210,210,3.71,5.12,1136.68,1437.16,,0,,
India,2024,Jun-2024,14-Jun-2024,Telangana,TELANGANA STPP PH-1_Unit 1,800,800,16.37,13.96,1222.18,902.07,6,0,,
India,2018,Feb-2018,10-Feb-2018,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,500,8.64,11.87,2730.4,3334.47,,0,,
India,2022,Aug-2022,22-Aug-2022,Chhattisgarh,SIPAT STPS_Unit 5,500,500,11.45,9.73,1649.9,1606.57,3,0,,
India,2020,Mar-2020,08-Mar-2020,Bihar,BARH II_Unit 5,660,660,0,9.52,4205,4376.76,58,0,,
India,2024,Aug-2024,05-Aug-2024,Madhya Pradesh,VINDHYACHAL STPS_Unit 4,210,210,4.89,4.33,625.45,525.98,22,0,,
India,2025,Apr-2025,15-Apr-2025,Uttar Pradesh,SINGRAULI STPS_Unit 2,200,200,4.47,4.38,67.05,66.4,22,0,,
India,2020,Mar-2020,02-Mar-2020,Odisha,TALCHER (OLD) TPS_Unit 2,60,60,1.26,1.44,403.52,437.64,14,0,,
India,2025,Oct-2025,24-Oct-2025,Telangana,TELANGANA STPP PH-1_Unit 1,800,800,14.55,13.92,3077.2,2666.17,21,0,,
India,2023,Mar-2023,18-Mar-2023,Chhattisgarh,SIPAT STPS_Unit 4,500,500,11.47,11.66,3631.88,3401.86,16,0,,
India,2019,Sep-2019,04-Sep-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 1,210,210,3.07,2.87,461.28,347.09,38,0,,
India,2020,Nov-2020,11-Nov-2020,Maharashtra,SOLAPUR_Unit 2,660,660,6.73,10.51,735.03,190.37,33,0,03/10/2019 14:53,
India,2018,Apr-2018,13-Apr-2018,Delhi,BADARPUR TPS_Unit 1,95,0,0,0,0,0,,95,17/10/2014 18:16,
India,2019,Nov-2019,27-Nov-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 3,210,210,3.63,3.21,780.01,699.9,22,0,,
India,2025,Dec-2025,13-Dec-2025,Maharashtra,MAUDA TPS_Unit 2,500,500,8.52,9.94,2361.76,2354.82,14,0,,
India,2025,Nov-2025,02-Nov-2025,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2019,Feb-2019,19-Feb-2019,Chhattisgarh,KORBA STPS_Unit 7,500,500,9.64,11.96,3137.16,3578.68,,0,,
India,2020,Nov-2020,01-Nov-2020,West Bengal,FARAKKA STPS_Unit 3,200,200,3.6,3.31,855.6,507.91,29,0,,
India,2021,Jun-2021,09-Jun-2021,West Bengal,FARAKKA STPS_Unit 6,500,500,8.07,9.26,564.63,683.33,18,0,,
India,2022,Apr-2022,14-Apr-2022,Uttar Pradesh,SINGRAULI STPS_Unit 5,200,200,4.37,2.84,61.18,54.19,20,0,,
India,2018,Dec-2018,07-Dec-2018,Assam,BONGAIGAON TPP_Unit 1,250,0,4.58,1.23,1148.06,999.39,,250,03/12/2018 0:52,07/12/2018
India,2019,Nov-2019,07-Nov-2019,Madhya Pradesh,VINDHYACHAL STPS_Unit 6,210,0,4.37,0,967.59,832.49,7,210,30/09/2019 01:08,
India,2021,Jun-2021,15-Jun-2021,Chhattisgarh,KORBA STPS_Unit 6,500,500,10.37,8.14,787.55,878.04,9,0,,
India,2021,Feb-2021,03-Feb-2021,Bihar,KAHALGAON TPS_Unit 5,500,500,8.71,11.68,2394.13,1547,24,0,,
India,2022,Dec-2022,31-Dec-2022,Maharashtra,MAUDA TPS_Unit 3,660,660,0,12.07,2542,2944.29,8,0,,
India,2021,Jul-2021,26-Jul-2021,Assam,BONGAIGAON TPP_Unit 2,250,250,2.65,3.47,308.9,452.6,16,0,,
India,2019,Jan-2019,31-Jan-2019,Bihar,BARH II_Unit 4,660,660,11.94,15.53,3234,4230.17,,0,,
India,2018,Jul-2018,29-Jul-2018,Odisha,TALCHER (OLD) TPS_Unit 2,60,60,1.1,1.49,116,148.28,,0,,
India,2024,Apr-2024,21-Apr-2024,Chhattisgarh,LARA TPP_Unit 2,800,800,18.37,19.08,385.77,390.89,20,0,,
India,2020,Jul-2020,23-Jul-2020,Andhra Pradesh,SIMHADRI_Unit 3,500,500,7.39,9.62,905.97,881.07,37,0,27/09/2019 23:00,
India,2020,Jun-2020,14-Jun-2020,Bihar,KAHALGAON TPS_Unit 2,210,210,4.3,3.9,322.2,305.56,28,0,,
India,2021,May-2021,21-May-2021,Uttar Pradesh,UNCHAHAR TPS_Unit 4,210,210,2.26,2.86,114.46,173.83,21,0,,
India,2019,Mar-2019,25-Mar-2019,Andhra Pradesh,SIMHADRI_Unit 1,500,500,8.58,10.91,2695.5,2992.07,7,0,,
India,2021,Dec-2021,30-Dec-2021,Assam,BONGAIGAON TPP_Unit 2,250,0,2.65,0,723.5,1023.04,13,250,26/12/2021 00:14,
India,2021,Dec-2021,17-Dec-2021,Rajasthan,ANTA CCPP,419.33,0,1.14,0,275.38,102.52,,419.33,,
India,2018,Nov-2018,21-Nov-2018,Chhattisgarh,KORBA STPS_Unit 3,200,200,4.13,4.76,854.73,908.84,,0,,
India,2019,Jan-2019,27-Jan-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,3.81,3.09,1053.87,1054.11,,0,,
India,2020,Jul-2020,18-Jul-2020,Bihar,KAHALGAON TPS_Unit 6,500,0,10.68,2.87,1253.24,795.72,20,500,18/07/2020 09:58,
India,2023,Jul-23,02-Jul-23,Telangana,TELANGANA STPP_Unit 1,0,0,10.45,0,1216.9,0,,0,,
India,2022,May-2022,03-May-2022,Madhya Pradesh,VINDHYACHAL STPS_Unit 5,210,210,4.48,5.22,147.44,171.28,24,0,,
India,2019,Dec-2019,23-Dec-2019,Gujarat,KAWAS CCPP,656.2,0,3.95,0,999.81,1101.48,,656.2,,
India,2020,Feb-2020,22-Feb-2020,Uttar Pradesh,TANDA TPS_Unit 3,110,0,1.79,0,599.38,549.56,40,110,15/02/2020 23:05,
India,2019,Dec-2019,23-Dec-2019,Assam,BONGAIGAON TPP_Unit 1,250,250,4.65,4.64,1054.95,913.08,22,0,,
India,2018,Feb-2018,05-Feb-2018,Andhra Pradesh,SIMHADRI_Unit 4,500,500,9.64,8.94,3003.2,2682.2,,0,,
India,2019,Sep-2019,29-Sep-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,210,3.03,3.02,550.87,399.33,25,0,,
India,2022,Mar-2022,10-Mar-2022,Assam,BONGAIGAON TPP_Unit 1,250,250,2.68,5.32,908.8,1361.53,2,0,,
India,2024,May-2024,21-May-2024,Chhattisgarh,SIPAT STPS_Unit 5,500,500,11.23,11.36,572.83,583.62,11,0,,
India,2022,Jan-2022,26-Jan-2022,Kerala,R. GANDHI CCPP (Liq.),359.58,359.58,0,0,9,0,,0,,
India,2021,Oct-2021,16-Oct-2021,Uttar Pradesh,DADRI (NCTPP)_Unit 2,210,0,1.13,0,227.08,323.93,3,210,15/10/2021 23:35,17/10/2021 00:00
India,2019,Aug-2019,10-Aug-2019,Uttar Pradesh,DADRI (NCTPP)_Unit 3,210,210,2.87,2.82,408.7,382.6,41,0,,
India,2020,Oct-2020,15-Oct-2020,Chhattisgarh,SIPAT STPS_Unit 1,660,660,11.39,15.77,2598.85,3024.34,12,0,,
India,2026,Jan-2026,09-Jan-2026,Bihar,KAHALGAON TPS_Unit 5,500,500,10.71,9.98,2958.39,2778.19,17,0,,
India,2023,Sep-2023,07-Sep-2023,Bihar,BARAUNI TPS_Unit 7,105,0,0,0,0,47.44,16,105,19/07/2023 15:30,10/09/2023 0:00
India,2019,Jan-2019,19-Jan-2019,Uttar Pradesh,UNCHAHAR TPS_Unit 5,210,210,3.81,3.99,1023.39,1027.98,,0,,
India,2018,Mar-2018,24-Mar-2018,Gujarat,GANDHAR CCPP,657.39,657.39,5.49,7.43,1811.76,3057.1,,0,,
India,2024,Jul-2024,08-Jul-2024,Uttar Pradesh,DADRI CCPP,829.78,0,3.33,1.47,303.64,446.24,,829.78,,
India,2019,Aug-2019,27-Aug-2019,Karnataka,KUDGI STPP_Unit 3,800,0,4.84,0,721.68,769.5,25,800,02/08/2019 8:22,
India,2022,Sep-2022,30-Sep-2022,Andhra Pradesh,SIMHADRI_Unit 1,500,500,6.67,8.53,1239,1758.86,26,0,,
India,2024,Mar-2024,21-Mar-2024,Kerala,R. GANDHI CCPP (Liq.),359.58,0,0,0,0,0,,359.58,,
India,2022,Oct-2022,20-Oct-2022,Uttar Pradesh,DADRI (NCTPP)_Unit 4,210,210,1.81,3.2,378.2,722.9,7,0,,
India,2021,Sep-2021,14-Sep-2021,Jharkhand,NORTH KARANPURA TPP_Unit 1,0,0,0,0,0,0,,0,,
India,2018,Mar-2018,08-Mar-2018,Kerala,R. GANDHI CCPP (Liq.),359.58,359.58,0,0,30,4.19,,0,,
India,2024,Feb-2024,04-Feb-2024,Maharashtra,MAUDA TPS_Unit 2,500,500,0,11.52,2997,2881.85,15,0,,
India,2023,May-23,26-May-23,Uttar Pradesh,UNCHAHAR TPS_Unit 1,210,0,4.16,1.49,245.16,152.19,16,210,26-05-2023 12:28,28-05-2023 00:00
India,2020,Sep-2020,06-Sep-2020,Odisha,DARLIPALI STPS_Unit 1,800,800,0,18.32,892,1294.77,,0,,
India,2025,May-2025,04-May-2025,Madhya Pradesh,VINDHYACHAL STPS_Unit 11,500,0,0,0,347,320.15,17,500,01/05/2025 0:04,
India,2019,Mar-2019,20-Mar-2019,Telangana,RAMAGUNDEM STPS_Unit 2,200,200,4.19,4.48,1463.8,1515.68,,0,,
India,2018,May-2018,18-May-2018,Chhattisgarh,KORBA STPS_Unit 7,500,500,9.65,11.75,473.35,568.2,,0,,
India,2025,Jul-2025,14-Jul-2025,West Bengal,FARAKKA STPS_Unit 1,200,200,4.19,3.32,441.66,348.67,19,0,,
India,2019,May-2019,16-May-2019,Chhattisgarh,LARA TPP_Unit 1,800,0,5.74,0,263.84,71.14,,800,07/04/2019 16:28,
India,2025,Apr-2025,05-Apr-2025,Jharkhand,NORTH KARANPURA TPP_Unit 1,660,660,13.53,12.26,67.65,12.57,49,0,,
India,2024,Jun-2024,13-Jun-2024,Chhattisgarh,KORBA STPS_Unit 3,200,200,4.67,4.26,346.71,346.24,8,0,,
